id,url,image_url,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
9556447,https://www.inaturalist.org/observations/9556447,https://inaturalist-open-data.s3.amazonaws.com/photos/13041081/medium.jpeg,Black Snub-nosed Monkey,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
9733142,https://www.inaturalist.org/observations/9733142,https://inaturalist-open-data.s3.amazonaws.com/photos/13317877/medium.jpeg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
9775754,https://www.inaturalist.org/observations/9775754,https://inaturalist-open-data.s3.amazonaws.com/photos/13384956/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
9787948,https://www.inaturalist.org/observations/9787948,https://inaturalist-open-data.s3.amazonaws.com/photos/13400588/medium.jpg,Black Snub-nosed Monkey,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
9788125,https://www.inaturalist.org/observations/9788125,https://inaturalist-open-data.s3.amazonaws.com/photos/13400757/medium.jpg,Trachypithecus leucocephalus,Trachypithecus leucocephalus,White-headed Lutung,Mammalia,879165
9945953,https://www.inaturalist.org/observations/9945953,https://static.inaturalist.org/photos/13653069/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
13086196,https://www.inaturalist.org/observations/13086196,https://static.inaturalist.org/photos/19063621/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
13854616,https://www.inaturalist.org/observations/13854616,https://static.inaturalist.org/photos/20448668/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
13854675,https://www.inaturalist.org/observations/13854675,https://static.inaturalist.org/photos/20448755/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
13864017,https://www.inaturalist.org/observations/13864017,https://static.inaturalist.org/photos/20465248/medium.jpg,滇金丝猴,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
14874520,https://www.inaturalist.org/observations/14874520,https://static.inaturalist.org/photos/22202963/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
16347024,https://www.inaturalist.org/observations/16347024,https://inaturalist-open-data.s3.amazonaws.com/photos/24571029/medium.jpeg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
16776880,https://www.inaturalist.org/observations/16776880,https://inaturalist-open-data.s3.amazonaws.com/photos/25322200/medium.jpeg,Stump-tailed Macaque,Macaca arctoides,Stump-tailed Macaque,Mammalia,43445
16954929,https://www.inaturalist.org/observations/16954929,https://static.inaturalist.org/photos/25627761/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
16955495,https://www.inaturalist.org/observations/16955495,https://inaturalist-open-data.s3.amazonaws.com/photos/25628648/medium.jpeg,Black Snub-nosed Monkey,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
17723327,https://www.inaturalist.org/observations/17723327,https://inaturalist-open-data.s3.amazonaws.com/photos/27022144/medium.jpeg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
18456201,https://www.inaturalist.org/observations/18456201,https://inaturalist-open-data.s3.amazonaws.com/photos/28217918/medium.jpeg,Northern White-cheeked Gibbon,Nomascus leucogenys,Northern White-cheeked Gibbon,Mammalia,74781
18558043,https://www.inaturalist.org/observations/18558043,https://inaturalist-open-data.s3.amazonaws.com/photos/28392541/medium.jpg,Black Snub-nosed Monkey,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
18898313,https://www.inaturalist.org/observations/18898313,https://inaturalist-open-data.s3.amazonaws.com/photos/28962054/medium.jpg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
19561661,https://www.inaturalist.org/observations/19561661,https://inaturalist-open-data.s3.amazonaws.com/photos/30109702/medium.png,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
19653351,https://www.inaturalist.org/observations/19653351,https://inaturalist-open-data.s3.amazonaws.com/photos/30266553/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
19999938,https://www.inaturalist.org/observations/19999938,https://static.inaturalist.org/photos/30869718/medium.jpg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
20947030,https://www.inaturalist.org/observations/20947030,https://static.inaturalist.org/photos/32335668/medium.jpeg,Rinopiteco bruno,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
21658077,https://www.inaturalist.org/observations/21658077,https://inaturalist-open-data.s3.amazonaws.com/photos/33532189/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
26392836,https://www.inaturalist.org/observations/26392836,https://static.inaturalist.org/photos/40979795/medium.jpg,Skywalker Hoolock Gibbon,Hoolock tianxing,Skywalker Hoolock Gibbon,Mammalia,554790
26392837,https://www.inaturalist.org/observations/26392837,https://static.inaturalist.org/photos/40979807/medium.jpg,Skywalker Hoolock Gibbon,Hoolock tianxing,Skywalker Hoolock Gibbon,Mammalia,554790
26392839,https://www.inaturalist.org/observations/26392839,https://static.inaturalist.org/photos/40979823/medium.jpg,Skywalker Hoolock Gibbon,Hoolock tianxing,Skywalker Hoolock Gibbon,Mammalia,554790
26596865,https://www.inaturalist.org/observations/26596865,https://static.inaturalist.org/photos/41310133/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
26596867,https://www.inaturalist.org/observations/26596867,https://static.inaturalist.org/photos/41310140/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
27001692,https://www.inaturalist.org/observations/27001692,https://static.inaturalist.org/photos/41967132/medium.jpeg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
28025627,https://www.inaturalist.org/observations/28025627,https://inaturalist-open-data.s3.amazonaws.com/photos/43659674/medium.jpeg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
28586831,https://www.inaturalist.org/observations/28586831,https://inaturalist-open-data.s3.amazonaws.com/photos/44572321/medium.jpeg,Macaques,Macaca thibetana,Tibetan Macaque,Mammalia,43451
29040633,https://www.inaturalist.org/observations/29040633,https://inaturalist-open-data.s3.amazonaws.com/photos/45306155/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
30676685,https://www.inaturalist.org/observations/30676685,https://inaturalist-open-data.s3.amazonaws.com/photos/47938181/medium.jpeg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
31042482,https://www.inaturalist.org/observations/31042482,https://static.inaturalist.org/photos/48544181/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
31607359,https://www.inaturalist.org/observations/31607359,https://static.inaturalist.org/photos/49482619/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
31722108,https://www.inaturalist.org/observations/31722108,https://inaturalist-open-data.s3.amazonaws.com/photos/49675453/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
31722111,https://www.inaturalist.org/observations/31722111,https://inaturalist-open-data.s3.amazonaws.com/photos/49757577/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
31722112,https://www.inaturalist.org/observations/31722112,https://inaturalist-open-data.s3.amazonaws.com/photos/49675477/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
31722114,https://www.inaturalist.org/observations/31722114,https://inaturalist-open-data.s3.amazonaws.com/photos/49675494/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
31722115,https://www.inaturalist.org/observations/31722115,https://inaturalist-open-data.s3.amazonaws.com/photos/49675500/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
31722117,https://www.inaturalist.org/observations/31722117,https://inaturalist-open-data.s3.amazonaws.com/photos/49675517/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
32697978,https://www.inaturalist.org/observations/32697978,https://inaturalist-open-data.s3.amazonaws.com/photos/51302793/medium.jpg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
32753364,https://www.inaturalist.org/observations/32753364,https://inaturalist-open-data.s3.amazonaws.com/photos/51394684/medium.jpeg,rhesus,Macaca mulatta,Rhesus Macaque,Mammalia,43460
33001703,https://www.inaturalist.org/observations/33001703,https://inaturalist-open-data.s3.amazonaws.com/photos/51799754/medium.jpeg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
33014111,https://www.inaturalist.org/observations/33014111,https://static.inaturalist.org/photos/51819419/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
33260248,https://www.inaturalist.org/observations/33260248,https://inaturalist-open-data.s3.amazonaws.com/photos/52224978/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
33481861,https://www.inaturalist.org/observations/33481861,https://static.inaturalist.org/photos/52589953/medium.jpeg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
33631246,https://www.inaturalist.org/observations/33631246,https://inaturalist-open-data.s3.amazonaws.com/photos/52839622/medium.jpeg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
33680667,https://www.inaturalist.org/observations/33680667,https://inaturalist-open-data.s3.amazonaws.com/photos/52924214/medium.jpeg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
33933002,https://www.inaturalist.org/observations/33933002,https://static.inaturalist.org/photos/53349693/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
34067155,https://www.inaturalist.org/observations/34067155,https://static.inaturalist.org/photos/53570201/medium.jpg,White-headed Lutung,Trachypithecus leucocephalus,White-headed Lutung,Mammalia,879165
34339453,https://www.inaturalist.org/observations/34339453,https://static.inaturalist.org/photos/54030866/medium.jpg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
34622580,https://www.inaturalist.org/observations/34622580,https://inaturalist-open-data.s3.amazonaws.com/photos/54508037/medium.png,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
35042628,https://www.inaturalist.org/observations/35042628,https://static.inaturalist.org/photos/55231943/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
35431603,https://www.inaturalist.org/observations/35431603,https://inaturalist-open-data.s3.amazonaws.com/photos/55868884/medium.jpeg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
35969296,https://www.inaturalist.org/observations/35969296,https://inaturalist-open-data.s3.amazonaws.com/photos/56791663/medium.jpg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
35969297,https://www.inaturalist.org/observations/35969297,https://inaturalist-open-data.s3.amazonaws.com/photos/56791669/medium.jpg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
36154890,https://www.inaturalist.org/observations/36154890,https://inaturalist-open-data.s3.amazonaws.com/photos/57116553/medium.jpg,rhesus,Macaca mulatta,Rhesus Macaque,Mammalia,43460
36416466,https://www.inaturalist.org/observations/36416466,https://static.inaturalist.org/photos/57562928/medium.jpg,Macaque du Thibet,Macaca thibetana,Tibetan Macaque,Mammalia,43451
37152881,https://www.inaturalist.org/observations/37152881,https://inaturalist-open-data.s3.amazonaws.com/photos/58850657/medium.jpeg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
37393059,https://www.inaturalist.org/observations/37393059,https://static.inaturalist.org/photos/59271652/medium.jpg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
37554122,https://www.inaturalist.org/observations/37554122,https://inaturalist-open-data.s3.amazonaws.com/photos/59556018/medium.jpeg,白颊长臂猿,Nomascus leucogenys,Northern White-cheeked Gibbon,Mammalia,74781
37587222,https://www.inaturalist.org/observations/37587222,https://static.inaturalist.org/photos/59614675/medium.jpg,Monkeys and Apes,Macaca thibetana,Tibetan Macaque,Mammalia,43451
37614536,https://www.inaturalist.org/observations/37614536,https://inaturalist-open-data.s3.amazonaws.com/photos/59663557/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
37890083,https://www.inaturalist.org/observations/37890083,https://static.inaturalist.org/photos/60134540/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
38543763,https://www.inaturalist.org/observations/38543763,https://static.inaturalist.org/photos/61274010/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
38543764,https://www.inaturalist.org/observations/38543764,https://static.inaturalist.org/photos/61274122/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
38543765,https://www.inaturalist.org/observations/38543765,https://static.inaturalist.org/photos/61274185/medium.jpg,Макак-резус,Macaca mulatta,Rhesus Macaque,Mammalia,43460
38543772,https://www.inaturalist.org/observations/38543772,https://static.inaturalist.org/photos/61274316/medium.jpg,Макак-резус,Macaca mulatta,Rhesus Macaque,Mammalia,43460
38543775,https://www.inaturalist.org/observations/38543775,https://static.inaturalist.org/photos/61274410/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
38543776,https://www.inaturalist.org/observations/38543776,https://static.inaturalist.org/photos/61274431/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
38566009,https://www.inaturalist.org/observations/38566009,https://inaturalist-open-data.s3.amazonaws.com/photos/61312076/medium.jpeg,Макак-резус,Macaca mulatta,Rhesus Macaque,Mammalia,43460
39275986,https://www.inaturalist.org/observations/39275986,https://inaturalist-open-data.s3.amazonaws.com/photos/62293023/medium.jpg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
39530508,https://www.inaturalist.org/observations/39530508,https://inaturalist-open-data.s3.amazonaws.com/photos/62726734/medium.jpg,Макак-резус,Macaca mulatta,Rhesus Macaque,Mammalia,43460
39534109,https://www.inaturalist.org/observations/39534109,https://inaturalist-open-data.s3.amazonaws.com/photos/62731317/medium.jpg,rhesus,Macaca mulatta,Rhesus Macaque,Mammalia,43460
39534114,https://www.inaturalist.org/observations/39534114,https://inaturalist-open-data.s3.amazonaws.com/photos/62731380/medium.jpg,rhesus,Macaca mulatta,Rhesus Macaque,Mammalia,43460
39605789,https://www.inaturalist.org/observations/39605789,https://inaturalist-open-data.s3.amazonaws.com/photos/62851468/medium.jpg,rhesus,Macaca mulatta,Rhesus Macaque,Mammalia,43460
39647217,https://www.inaturalist.org/observations/39647217,https://inaturalist-open-data.s3.amazonaws.com/photos/62921326/medium.jpg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
39647218,https://www.inaturalist.org/observations/39647218,https://inaturalist-open-data.s3.amazonaws.com/photos/62921336/medium.jpg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
39647222,https://www.inaturalist.org/observations/39647222,https://inaturalist-open-data.s3.amazonaws.com/photos/62921345/medium.jpg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
39648333,https://www.inaturalist.org/observations/39648333,https://inaturalist-open-data.s3.amazonaws.com/photos/62922849/medium.jpg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
40331649,https://www.inaturalist.org/observations/40331649,https://inaturalist-open-data.s3.amazonaws.com/photos/64058185/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
41185700,https://www.inaturalist.org/observations/41185700,https://inaturalist-open-data.s3.amazonaws.com/photos/65312657/medium.jpg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
41187112,https://www.inaturalist.org/observations/41187112,https://inaturalist-open-data.s3.amazonaws.com/photos/65314939/medium.jpg,Golden Snub-nosed Monkey,Rhinopithecus roxellana,Golden Snub-nosed Monkey,Mammalia,75028
46186973,https://www.inaturalist.org/observations/46186973,https://inaturalist-open-data.s3.amazonaws.com/photos/73254301/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
46186975,https://www.inaturalist.org/observations/46186975,https://inaturalist-open-data.s3.amazonaws.com/photos/73254314/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
48422719,https://www.inaturalist.org/observations/48422719,https://inaturalist-open-data.s3.amazonaws.com/photos/76834225/medium.jpg,rhesus,Macaca mulatta,Rhesus Macaque,Mammalia,43460
49186206,https://www.inaturalist.org/observations/49186206,https://inaturalist-open-data.s3.amazonaws.com/photos/78075103/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
49412192,https://www.inaturalist.org/observations/49412192,https://static.inaturalist.org/photos/78441401/medium.jpeg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
49412406,https://www.inaturalist.org/observations/49412406,https://static.inaturalist.org/photos/78441817/medium.jpeg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
49412601,https://www.inaturalist.org/observations/49412601,https://static.inaturalist.org/photos/78442252/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
49413732,https://www.inaturalist.org/observations/49413732,https://static.inaturalist.org/photos/78443693/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
51000229,https://www.inaturalist.org/observations/51000229,https://inaturalist-open-data.s3.amazonaws.com/photos/81008692/medium.jpeg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
52029185,https://www.inaturalist.org/observations/52029185,https://inaturalist-open-data.s3.amazonaws.com/photos/82689382/medium.jpeg,rhesus,Macaca mulatta,Rhesus Macaque,Mammalia,43460
52029186,https://www.inaturalist.org/observations/52029186,https://inaturalist-open-data.s3.amazonaws.com/photos/82689447/medium.jpeg,rhesus,Macaca mulatta,Rhesus Macaque,Mammalia,43460
52029224,https://www.inaturalist.org/observations/52029224,https://inaturalist-open-data.s3.amazonaws.com/photos/82690022/medium.jpeg,rhesus,Macaca mulatta,Rhesus Macaque,Mammalia,43460
52029229,https://www.inaturalist.org/observations/52029229,https://inaturalist-open-data.s3.amazonaws.com/photos/82690074/medium.jpeg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
52101163,https://www.inaturalist.org/observations/52101163,https://inaturalist-open-data.s3.amazonaws.com/photos/82804224/medium.jpeg,Black Snub-nosed Monkey,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
54832778,https://www.inaturalist.org/observations/54832778,https://inaturalist-open-data.s3.amazonaws.com/photos/87271491/medium.jpg,Macaque du Thibet,Macaca thibetana,Tibetan Macaque,Mammalia,43451
56095889,https://www.inaturalist.org/observations/56095889,https://static.inaturalist.org/photos/89366473/medium.jpg,rhesus,Macaca mulatta,Rhesus Macaque,Mammalia,43460
56095893,https://www.inaturalist.org/observations/56095893,https://static.inaturalist.org/photos/89366488/medium.jpeg,rhesus,Macaca mulatta,Rhesus Macaque,Mammalia,43460
56095896,https://www.inaturalist.org/observations/56095896,https://static.inaturalist.org/photos/89366494/medium.jpg,rhesus,Macaca mulatta,Rhesus Macaque,Mammalia,43460
56095897,https://www.inaturalist.org/observations/56095897,https://static.inaturalist.org/photos/89366505/medium.jpg,rhesus,Macaca mulatta,Rhesus Macaque,Mammalia,43460
56095898,https://www.inaturalist.org/observations/56095898,https://static.inaturalist.org/photos/89366511/medium.jpg,rhesus,Macaca mulatta,Rhesus Macaque,Mammalia,43460
56095902,https://www.inaturalist.org/observations/56095902,https://static.inaturalist.org/photos/89366515/medium.jpg,rhesus,Macaca mulatta,Rhesus Macaque,Mammalia,43460
56096024,https://www.inaturalist.org/observations/56096024,https://static.inaturalist.org/photos/89366929/medium.jpeg,rhesus,Macaca mulatta,Rhesus Macaque,Mammalia,43460
56913124,https://www.inaturalist.org/observations/56913124,https://inaturalist-open-data.s3.amazonaws.com/photos/90732820/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
57505781,https://www.inaturalist.org/observations/57505781,https://inaturalist-open-data.s3.amazonaws.com/photos/91731199/medium.jpg,makak tibetský,Macaca thibetana,Tibetan Macaque,Mammalia,43451
57859576,https://www.inaturalist.org/observations/57859576,https://inaturalist-open-data.s3.amazonaws.com/photos/92324062/medium.jpeg,Skywalker Hoolock Gibbon,Hoolock tianxing,Skywalker Hoolock Gibbon,Mammalia,554790
58466191,https://www.inaturalist.org/observations/58466191,https://inaturalist-open-data.s3.amazonaws.com/photos/93344672/medium.jpg,Macaque rhésus,Macaca mulatta,Rhesus Macaque,Mammalia,43460
58466195,https://www.inaturalist.org/observations/58466195,https://inaturalist-open-data.s3.amazonaws.com/photos/93344732/medium.jpg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
58584023,https://www.inaturalist.org/observations/58584023,https://inaturalist-open-data.s3.amazonaws.com/photos/93542782/medium.jpeg,川金丝猴,Rhinopithecus roxellana,Golden Snub-nosed Monkey,Mammalia,75028
58694527,https://www.inaturalist.org/observations/58694527,https://inaturalist-open-data.s3.amazonaws.com/photos/93726416/medium.jpg,rhesus,Macaca mulatta,Rhesus Macaque,Mammalia,43460
58694530,https://www.inaturalist.org/observations/58694530,https://inaturalist-open-data.s3.amazonaws.com/photos/93726529/medium.jpg,rhesus,Macaca mulatta,Rhesus Macaque,Mammalia,43460
59550826,https://www.inaturalist.org/observations/59550826,https://inaturalist-open-data.s3.amazonaws.com/photos/95159113/medium.jpeg,makak tibetský,Macaca thibetana,Tibetan Macaque,Mammalia,43451
59551523,https://www.inaturalist.org/observations/59551523,https://inaturalist-open-data.s3.amazonaws.com/photos/95161389/medium.jpg,獼猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
60164074,https://www.inaturalist.org/observations/60164074,https://inaturalist-open-data.s3.amazonaws.com/photos/96181992/medium.jpg,普通猕猴,Macaca mulatta,Rhesus Macaque,Mammalia,43460
60321772,https://www.inaturalist.org/observations/60321772,https://static.inaturalist.org/photos/96439880/medium.jpg,langur Bietův,Rhinopithecus bieti,Black Snub-nosed Monkey,Mammalia,75026
61600445,https://www.inaturalist.org/observations/61600445,https://inaturalist-open-data.s3.amazonaws.com/photos/98587104/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
62169822,https://www.inaturalist.org/observations/62169822,https://static.inaturalist.org/photos/99576646/medium.jpg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
62454654,https://www.inaturalist.org/observations/62454654,https://inaturalist-open-data.s3.amazonaws.com/photos/100068122/medium.jpg,Rhesus Macaque,Macaca mulatta,Rhesus Macaque,Mammalia,43460
62628634,https://www.inaturalist.org/observations/62628634,https://inaturalist-open-data.s3.amazonaws.com/photos/100377902/medium.jpg,Tibetan Macaque,Macaca thibetana,Tibetan Macaque,Mammalia,43451
